iter	RMSE
0	0.01517867629
1	0.01481821701
2	0.01445962075
3	0.01414749799
4	0.01380576302
5	0.0134765929
6	0.01315965871
7	0.01285016444
8	0.01253378369
9	0.01218223414
10	0.01189851114
11	0.01159734846
12	0.01135975255
13	0.01109874849
14	0.01084908099
15	0.01058378013
16	0.01034753488
17	0.01013209888
18	0.009897039181
19	0.00964938681
20	0.009447725698
21	0.009269426213
22	0.009053017104
23	0.008833023572
24	0.008596791975
25	0.008386794661
26	0.008211447793
27	0.008049677663
28	0.007865666599
29	0.007691522244
30	0.007544316179
31	0.007348798591
32	0.007185711627
33	0.007041947202
34	0.006912404525
35	0.006754540336
36	0.006606754069
37	0.006459723426
38	0.006334742076
39	0.006201311359
40	0.006070913269
41	0.005943865485
42	0.005822660452
43	0.005691891083
44	0.005571602733
45	0.005472167247
46	0.005363146734
47	0.005263610759
48	0.005150446949
49	0.005066627027
50	0.004965135722
51	0.004887802362
52	0.004792180617
53	0.004702172585
54	0.004621196232
55	0.004534416595
56	0.004471862682
57	0.004396769471
58	0.004319103127
59	0.004243115815
60	0.00418477951
61	0.00412017065
62	0.004046814478
63	0.003983912199
64	0.003931698106
65	0.003870639621
66	0.003815823813
67	0.003754397527
68	0.003705923264
69	0.00366727159
70	0.003620957513
71	0.003567227524
72	0.003515475723
73	0.003465044831
74	0.003420112014
75	0.00337489112
76	0.003335218539
77	0.003296948326
78	0.003254779545
79	0.003218524096
80	0.00317826152
81	0.003146515697
82	0.003117328245
83	0.003081283337
84	0.003045038432
85	0.00301653274
86	0.002985200412
87	0.00296190191
88	0.002926867634
89	0.002897170365
90	0.002868821939
91	0.002843858712
92	0.00281453883
93	0.002786141134
94	0.002759322366
95	0.002732700763
96	0.002714053983
97	0.002688667291
98	0.002669980808
99	0.002650204888
100	0.002632595991
101	0.002610696464
102	0.002598853122
103	0.002579579121
104	0.00256137266
105	0.00254208963
106	0.002520109915
107	0.002507107619
108	0.002488181322
109	0.002471070464
110	0.002455013066
111	0.00243883782
112	0.002423979818
113	0.002413985979
114	0.002399957269
115	0.002387197307
116	0.002375221889
117	0.002364207898
118	0.002351826898
119	0.002341796505
120	0.002333327531
121	0.002319455348
122	0.002306918384
123	0.002296551303
124	0.002281840616
125	0.002269681095
126	0.002261346932
127	0.002253906044
128	0.002247492717
129	0.002238608868
130	0.002227772173
131	0.00222214335
132	0.002212746285
133	0.002205013331
134	0.002194239341
135	0.002187137293
136	0.002179007048
137	0.002174035795
138	0.002166485994
139	0.002157492103
140	0.002148190094
141	0.002139169775
142	0.002129459345
143	0.002120501638
144	0.002115514919
145	0.002105534808
146	0.002096011173
147	0.002085406897
148	0.002080685068
149	0.002074421032
150	0.002067588627
151	0.002059901987
152	0.002053735056
153	0.002047028199
154	0.002035614928
155	0.002028590309
156	0.002023390035
157	0.002018627264
158	0.002011646592
159	0.002007600741
160	0.002002813861
161	0.001995354252
162	0.001992232991
163	0.001989842875
164	0.001986635924
165	0.001983651732
166	0.001978134509
167	0.001973956843
168	0.001967330587
169	0.001961872436
170	0.00195831554
171	0.001954904201
172	0.001950056224
173	0.001946267789
174	0.001942577297
175	0.001938195555
176	0.001931206953
177	0.001927538083
178	0.001923825025
179	0.001917265875
180	0.001910650249
181	0.001905537737
182	0.001900957038
183	0.001895423949
184	0.001891644616
185	0.001889333359
186	0.001881769748
187	0.001876693289
188	0.001873556197
189	0.001866588655
190	0.001864106925
191	0.00185942146
